LOINC Code,Query,Name,Predicted Score,Actual Score
18264-2,bilirubin in plasma,deprecated direct bilirubin mass volume serum plasma,1.0,0.57776904
35191-6,bilirubin in plasma,bilirubin direct mass mole volume serum plasma,1.0,0.5533716
14629-0,bilirubin in plasma,bilirubin direct mole volume serum plasma,1.0,0.56201273
21114-4,bilirubin in plasma,deprecated blast 100 leukocyte blood automated count,1.0,0.06637921
43820-0,bilirubin in plasma,bilirubin direct presence serum plasma,1.0,0.5479729
1971-1,bilirubin in plasma,bilirubin indirect mass volume serum plasma,1.0,0.5747544
94705-1,bilirubin in plasma,voltage gated calcium channel p q type binding ab mole volume serum immunoassay,0.6082421603300012,0.06731609
31024-3,bilirubin in plasma,voltage gated calcium channel ab mole volume serum,0.6082421603300012,0.068508245
94348-0,bilirubin in plasma,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,0.6082421603300012,0.063755065
104876-8,bilirubin in plasma,hematocrit volume fraction blood 1 hour post dose glucose,0.6082421603300012,0.07575936
30180-4,bilirubin in plasma,basophil leukocyte blood,0.3689233539887865,0.086035125
40540-7,bilirubin in plasma,basophil leukocyte peritoneal dialysis fluid manual count,0.3689233539887865,0.07159823
70219-1,bilirubin in plasma,basic metabolic 2008 panel ionized calcium serum plasma,0.3689233539887865,0.14894567
35070-2,bilirubin in plasma,basophil leukocyte pleural fluid,0.3689233539887865,0.07894122
53516-1,bilirubin in plasma,basophil leukocyte dialysis fluid manual count,0.3689233539887865,0.077801235
13520-2,bilirubin in plasma,deprecated basophil 100 leukocyte body fluid manual count,0.3689233539887865,0.08578211
71595-3,bilirubin in plasma,basophil leukocyte pure number fraction bronchial specimen manual count,0.3689233539887865,0.07685837
1975-2,bilirubin in plasma,bilirubin total mass volume serum plasma,0.3689233539887865,0.90847826
71675-3,bilirubin in plasma,basophil leukocyte pure number fraction blood manual count,0.3689233539887865,0.09116488
12724-1,bilirubin in plasma,voltage gated calcium channel igg ab unit volume serum,0.3141760697423741,0.075315766
62850-3,bilirubin in plasma,deprecated phenx measure fasting plasma glucose diabetes screening blood draw,0.3141760697423741,0.039780967
75196-6,bilirubin in plasma,leukocyte count protein test performed cerebrospinal fluid test finding cdc component,0.3141760697423741,0.034508653
15112-6,bilirubin in plasma,leukocyte phosphatase unit volume leukocyte,0.3141760697423741,0.086343125
30073-1,bilirubin in plasma,voltage gated calcium channel ab presence serum,0.22328137056975034,0.052822743
96045-0,bilirubin in plasma,osmotic fragility red blood cell 10 glucose 48 hour 37 degree component incubation,0.22328137056975034,0.06645778
34983-7,bilirubin in plasma,unidentified cell leukocyte pleural fluid,0.22328137056975034,0.0562824
40526-6,bilirubin in plasma,plasma cell leukocyte pericardial fluid manual count,0.22328137056975034,0.07467435
100708-7,bilirubin in plasma,plasma cell leukocyte synovial fluid,0.22328137056975034,0.06988133
66145-4,bilirubin in plasma,leukocyte volume blood fetus manual count,0.07000523567788264,0.08320977
61179-8,bilirubin in plasma,leukocyte morphology finding identifier blood fetus,0.07000523567788264,0.05426777
74463-1,bilirubin in plasma,normoblasts leukocyte blood fetus,0.07000523567788264,0.07815605
33765-9,bilirubin in plasma,leukocyte volume blood product unit platelet pheresis automated count,0.07000523567788264,0.08868758
74459-9,bilirubin in plasma,immature granulocyte leukocyte blood fetus,0.07000523567788264,0.07264304
57467-3,bilirubin in plasma,calcitriol mass volume serum plasma pre dose calcium,0.06364117812748728,0.15757409
17863-2,bilirubin in plasma,calcium ionized mass volume serum plasma,0.06364117812748728,0.1816735
16271-9,bilirubin in plasma,calcium mass volume serum plasma 30 minute post xxx challenge,0.06364117812748728,0.1574958
1373-0,bilirubin in plasma,calcitonin mass volume serum plasma 10 minute post 2 4 mg kg calcium short iv,0.06364117812748728,0.15636067
40071-3,bilirubin in plasma,calcium mass volume serum plasma 3 hour post xxx challenge,0.06364117812748728,0.15977964
30382-6,bilirubin in plasma,eosinophil leukocyte stool,0.06364117812748728,0.041817844
1383-9,bilirubin in plasma,calcium mole volume serum plasma pre 2 4 mg kg calcium short iv,0.06364117812748728,0.16437753
4496-6,bilirubin in plasma,deprecated complement c3d c3d gg ic3b receptor presence leukocyte,0.06364117812748728,0.05224476
16270-1,bilirubin in plasma,calcium mass volume serum plasma 1 hour post xxx challenge,0.06364117812748728,0.16062824
95227-5,bilirubin in plasma,cell leukocyte stem cell product manual count,0.06364117812748728,0.04317818
19072-8,bilirubin in plasma,calcium ionized mole volume adjusted ph 7 4 serum plasma,0.06364117812748728,0.17231609
4528-6,bilirubin in plasma,deprecated complement receptor 2,0.06364117812748728,0.061390754
57470-7,bilirubin in plasma,calcitriol mass volume serum plasma 2 hour post dose calcium,0.06364117812748728,0.15631773
9840-0,bilirubin in plasma,cd11 cd20 cell volume leukocyte,0.06364117812748728,0.053386997
16513-4,bilirubin in plasma,calcium ionized mole volume serum plasma 3rd specimen post xxx challenge,0.06364117812748728,0.15854293
51950-4,bilirubin in plasma,calcium mass volume serum plasma post dialysis,0.06364117812748728,0.17402561
27916-6,bilirubin in plasma,calcium mass volume serum plasma 2nd specimen post xxx challenge,0.06364117812748728,0.15901671
105269-5,bilirubin in plasma,fractional excretion calcium ratio urine serum plasma collected unspecified duration,0.06364117812748728,0.15698618
50676-6,bilirubin in plasma,calcium phosphorus product panel serum plasma,0.06364117812748728,0.15357186
40236-2,bilirubin in plasma,calcium mole volume serum plasma 6 5 hour post xxx challenge,0.06364117812748728,0.15859087
50404-3,bilirubin in plasma,cell leukocyte identifier synovial fluid,0.06364117812748728,0.05001752
75375-6,bilirubin in plasma,cell leukocyte sputum manual count,0.06364117812748728,0.056200318
32593-6,bilirubin in plasma,eosinophil leukocyte specimen,0.06364117812748728,0.04527701
95217-6,bilirubin in plasma,nucleated erythrocyte leukocyte stem cell product manual count,0.06364117812748728,0.046939712
4527-8,bilirubin in plasma,deprecated complement receptor 1,0.06364117812748728,0.061097257
6294-3,bilirubin in plasma,deprecated complement c3d c3d gg ic3b receptor entitic number leukocyte,0.06364117812748728,0.060523286
86915-6,bilirubin in plasma,calcium goal mass volume serum plasma,0.06364117812748728,0.1675905
17861-6,bilirubin in plasma,calcium mass volume serum plasma,0.06364117812748728,0.17745513
40067-1,bilirubin in plasma,calcium mass volume serum plasma baseline,0.06364117812748728,0.15949649
16515-9,bilirubin in plasma,calcium ionized mole volume serum plasma 5th specimen post xxx challenge,0.06364117812748728,0.15805872
16527-4,bilirubin in plasma,calcium sodium mass ratio serum plasma,0.06364117812748728,0.16138709
71622-5,bilirubin in plasma,eosinophil leukocyte pure number fraction synovial fluid manual count,0.06364117812748728,0.060054496
57569-6,bilirubin in plasma,25 hydroxyvitamin d3 mole volume serum plasma 1 hour post dose calcium,0.06364117812748728,0.15805013
50182-5,bilirubin in plasma,calcitonin mass volume serum plasma 2 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,0.06364117812748728,0.15216379
40233-9,bilirubin in plasma,calcium mole volume serum plasma 3 hour post xxx challenge,0.06364117812748728,0.15690269
74354-2,bilirubin in plasma,epithelial cell leukocyte sputum,0.06364117812748728,0.048993345
40670-2,bilirubin in plasma,smudge cell leukocyte body fluid manual count,0.031826543194697784,0.0565885
71636-5,bilirubin in plasma,plasma cell leukocyte pure number fraction body fluid manual count,0.031826543194697784,0.08581471
13528-5,bilirubin in plasma,unidentified cell leukocyte body fluid manual count,0.031826543194697784,0.06408158
30469-1,bilirubin in plasma,unspecified cell leukocyte body fluid,0.031826543194697784,0.061762325
13355-3,bilirubin in plasma,unspecified cell leukocyte body fluid manual count,0.031826543194697784,0.06590831
17799-8,bilirubin in plasma,promyelocytes leukocyte body fluid,0.031826543194697784,0.062287368
71653-0,bilirubin in plasma,promyelocytes leukocyte pure number fraction cerebral spinal fluid manual count,0.031826543194697784,0.06526211
54413-0,bilirubin in plasma,transfuse leukocyte poor plateletpheresis unit,0.031826543194697784,0.06615457
33372-4,bilirubin in plasma,blast leukocyte peritoneal fluid,0.010711688488021023,0.06880083
26450-7,bilirubin in plasma,eosinophil leukocyte blood,0.010711688488021023,0.066688694
71632-4,bilirubin in plasma,eosinophil leukocyte pure number fraction peritoneal fluid manual count,0.010711688488021023,0.06880751
15074-8,bilirubin in plasma,glucose mole volume blood,0.010711688488021023,0.07407546
2340-8,bilirubin in plasma,glucose mass volume blood automated test strip,0.010711688488021023,0.07789613
51927-2,bilirubin in plasma,cell leukocyte bronchial specimen manual count,0.010711688488021023,0.05249954
13453-6,bilirubin in plasma,deprecated glucose mean value,0.010711688488021023,0.0818619
58089-4,bilirubin in plasma,glucose 6 phosphate dehydrogenase newborn screen interpretation,0.010711688488021023,0.052669764
71644-9,bilirubin in plasma,blast leukocyte pure number fraction body fluid manual count,0.010711688488021023,0.06841912
2339-0,bilirubin in plasma,glucose mass volume blood,0.010711688488021023,0.07374761
104598-8,bilirubin in plasma,glucose mass volume arterial blood glucometer,0.010711688488021023,0.069717646
32779-1,bilirubin in plasma,glucose 6 phosphatase enzymatic activity volume red blood cell,0.010711688488021023,0.09126288
62245-6,bilirubin in plasma,nucleated erythrocyte leukocyte ratio blood fetus automated count,0.010711688488021023,0.090247355
30380-0,bilirubin in plasma,eosinophil leukocyte peritoneal fluid,0.010711688488021023,0.061029464
58413-6,bilirubin in plasma,nucleated erythrocyte leukocyte ratio blood automated count,0.010711688488021023,0.068295
1380-5,bilirubin in plasma,calcium phosphate parathyroid challenge test mass ratio serum,0.010711688488021023,0.046282317
104708-3,bilirubin in plasma,deprecated estimated average glucose mole volume blood,0.010711688488021023,0.06345199
94231-8,bilirubin in plasma,g6pd gene full mutation analysis blood tissue sequencing,0.010711688488021023,0.02816204
54230-8,bilirubin in plasma,cell count diff panel gluc prot cerebral spinal fluid,0.010711688488021023,0.036484145
709-6,bilirubin in plasma,blast leukocyte blood manual count,0.010711688488021023,0.06507534
30377-6,bilirubin in plasma,eosinophil leukocyte bronchial specimen,0.010711688488021023,0.04611216
713-8,bilirubin in plasma,eosinophil leukocyte blood automated count,0.010711688488021023,0.06112943
35477-9,bilirubin in plasma,ciliated columnar lining cell leukocyte ratio body fluid,0.010711688488021023,0.08980828
41653-7,bilirubin in plasma,glucose mass volume capillary blood glucometer,0.010711688488021023,0.06825333
21680-4,bilirubin in plasma,g6pd gene mutation found identifier blood tissue molecular genetics method nominal,0.010711688488021023,0.028686518
47995-6,bilirubin in plasma,glucose mole volume cord blood,0.010711688488021023,0.065643184
39481-7,bilirubin in plasma,glucose mole volume arterial blood,0.010711688488021023,0.06646468
2357-2,bilirubin in plasma,glucose 6 phosphate dehydrogenase enzymatic activity volume red blood cell,0.010711688488021023,0.12455798
44050-3,bilirubin in plasma,glucose phosphate isomerase enzymatic activity mass red blood cell,0.010711688488021023,0.08149849
26451-5,bilirubin in plasma,eosinophil leukocyte cerebral spinal fluid,0.010711688488021023,0.053063583
39480-9,bilirubin in plasma,glucose mole volume venous blood,0.010711688488021023,0.065824956
30393-3,bilirubin in plasma,deprecated nucleated erythrocyte 100 leukocyte ratio blood,0.010711688488021023,0.06667574
33803-8,bilirubin in plasma,immature eosinophil leukocyte blood manual count,0.010711688488021023,0.06317152
57840-1,bilirubin in plasma,eosinophil leukocyte dialysis fluid manual count,0.010711688488021023,0.050964892
41652-9,bilirubin in plasma,glucose mass volume venous blood,0.010711688488021023,0.07338132
41282-5,bilirubin in plasma,nucleated erythrocyte leukocyte ratio body fluid manual count,0.010711688488021023,0.078792535
104597-0,bilirubin in plasma,glucose mass volume venous blood glucometer,0.010711688488021023,0.07081617
91551-2,bilirubin in plasma,cell leukocyte dialysis fluid manual count,0.010711688488021023,0.08161479
49502-8,bilirubin in plasma,glucose 6 phosphate dehydrogenase entitic catalytic activity blood,0.010711688488021023,0.07542686
71674-6,bilirubin in plasma,eosinophil leukocyte pure number fraction blood manual count,0.010711688488021023,0.067748986
87422-2,bilirubin in plasma,glucose mass volume blood post meal,0.010711688488021023,0.06267935
58409-4,bilirubin in plasma,cell leukocyte blood automated count,0.010711688488021023,0.062389094
41604-0,bilirubin in plasma,fasting glucose mass volume capillary blood glucometer,0.010711688488021023,0.059218075
26478-8,bilirubin in plasma,lymphocyte leukocyte blood,0.0031065523442434656,0.064074464
34992-8,bilirubin in plasma,smudge cell leukocyte blood,0.0031065523442434656,0.0686494
13599-6,bilirubin in plasma,promonocytes leukocyte blood manual count,0.0031065523442434656,0.06527598
55377-6,bilirubin in plasma,mononuclear cell immature leukocyte blood manual count,0.0031065523442434656,0.07185534
26524-9,bilirubin in plasma,promyelocytes leukocyte blood,0.0031065523442434656,0.07374473
98989-7,bilirubin in plasma,band form neutrophil leukocyte pure number fraction blood automated count,0.0031065523442434656,0.073548384
26485-3,bilirubin in plasma,monocyte leukocyte blood,0.0031065523442434656,0.07245352
74425-0,bilirubin in plasma,myelocyte neutrophilic leukocyte blood manual count,0.0031065523442434656,0.07318491
26463-0,bilirubin in plasma,large unstained cell leukocyte blood,0.0031065523442434656,0.06864503
6746-2,bilirubin in plasma,prolymphocytes leukocyte blood manual count,0.0031065523442434656,0.07673031
13598-8,bilirubin in plasma,deprecated promyelocytes 100 leukocyte blood manual count,0.0031065523442434656,0.07040186
28541-1,bilirubin in plasma,metamyelocytes leukocyte blood,0.0031065523442434656,0.069992766
19252-6,bilirubin in plasma,megakaryocyte leukocyte blood,0.0031065523442434656,0.07618479
740-1,bilirubin in plasma,metamyelocytes leukocyte blood manual count,0.0031065523442434656,0.068833426
30466-7,bilirubin in plasma,promonocytes leukocyte blood,0.0031065523442434656,0.066548176
33857-4,bilirubin in plasma,sezary cell leukocyte blood manual count,0.0031065523442434656,0.06916754
33837-6,bilirubin in plasma,malignant cell leukocyte blood manual count,0.0031065523442434656,0.061082967
782-3,bilirubin in plasma,deprecated promyelocytes 100 leukocyte blood automated count,0.0031065523442434656,0.0663255
26511-6,bilirubin in plasma,neutrophil leukocyte blood,0.0031065523442434656,0.07448554
24106-7,bilirubin in plasma,hairy cell leukocyte blood manual count,0.0031065523442434656,0.066579364
71666-2,bilirubin in plasma,promyelocytes leukocyte pure number fraction blood manual count,0.0031065523442434656,0.07616359
34920-9,bilirubin in plasma,lymphocyte immunoblastic leukocyte blood,0.0031065523442434656,0.061987884
34999-3,bilirubin in plasma,deprecated polymorphonuclear cell 100 leukocyte blood,0.0031065523442434656,0.06963436
31160-5,bilirubin in plasma,granulocyte leukocyte blood manual count,0.0031065523442434656,0.076829575
33840-0,bilirubin in plasma,monoblast leukocyte blood manual count,0.0031065523442434656,0.071736574
49498-9,bilirubin in plasma,leukocyte volume blood estimate,0.0031065523442434656,0.08522053
