LOINC Code,Query,Name,Predicted Score,Actual Score
15152-2,bilirubin in plasma,bilirubin conjugated mass volume serum plasma,0.9674652743774951,0.5888754
32303-0,bilirubin in plasma,bilirubin total mole volume specimen,0.9674652743774951,0.78951716
14424-6,bilirubin in plasma,bilirubin total mass volume gastric fluid,0.9674652743774951,0.80089366
14152-3,bilirubin in plasma,bilirubin direct mass volume body fluid,0.9674652743774951,0.4838165
89871-8,bilirubin in plasma,bilirubin total mole volume venous blood,0.9674652743774951,0.78874636
33412-8,bilirubin in plasma,blast leukocyte pericardial fluid,0.9674652743774951,0.081812926
43428-2,bilirubin in plasma,bilirubin microscopic observation identifier tissue hall stain,0.9674652743774951,0.43935293
1968-7,bilirubin in plasma,bilirubin direct mass volume serum plasma,0.9674652743774951,0.5795989
97770-2,bilirubin in plasma,bilirubin total mole volume capillary blood,0.9674652743774951,0.7866891
1974-5,bilirubin in plasma,bilirubin total mass volume body fluid,0.9674652743774951,0.8043894
29210-2,bilirubin in plasma,bilirubin indirect mass volume body fluid,0.9674652743774951,0.48196077
39462-7,bilirubin in plasma,bilirubin conjugated mole volume body fluid,0.9674652743774951,0.46059495
35192-4,bilirubin in plasma,bilirubin indirect mass mole volume serum plasma,0.9674652743774951,0.57394505
70199-5,bilirubin in plasma,bilirubin total mole volume urine,0.9674652743774951,0.78064775
71669-6,bilirubin in plasma,blast leukocyte pure number fraction blood manual count,0.9674652743774951,0.09005003
78441-3,bilirubin in plasma,bilirubin conjugated mole volume peritoneal fluid,0.9674652743774951,0.45805874
48623-3,bilirubin in plasma,bilirubin direct mass volume cord blood,0.9674652743774951,0.47566333
33870-7,bilirubin in plasma,bilirubin total presence specimen,0.9674652743774951,0.7713787
33374-0,bilirubin in plasma,blast leukocyte synovial fluid,0.9674652743774951,0.07500086
53415-6,bilirubin in plasma,bilirubin total presence cerebral spinal fluid,0.9674652743774951,0.7781458
14420-4,bilirubin in plasma,bilirubin total mass volume dialysis fluid,0.9674652743774951,0.8019769
1970-3,bilirubin in plasma,bilirubin delta mass volume serum plasma,0.9674652743774951,0.5697516
72261-1,bilirubin in plasma,bilirubin excess mole volume serum cerebrospinal fluid,0.9674652743774951,0.4713048
29767-1,bilirubin in plasma,bilirubin total mole volume body fluid,0.9674652743774951,0.7971569
27198-1,bilirubin in plasma,bilirubin total unit volume amniotic fluid spectrophotometry direct,0.9674652743774951,0.8083621
71656-3,bilirubin in plasma,blast leukocyte pure number fraction cerebral spinal fluid manual count,0.9674652743774951,0.08214432
14423-8,bilirubin in plasma,bilirubin total mass volume synovial fluid,0.9674652743774951,0.7998797
1373-0,bilirubin in plasma,calcitonin mass volume serum plasma 10 minute post 2 4 mg kg calcium short iv,0.18012368494520617,0.17230852
21643-2,bilirubin in plasma,cacna1s gene p arg1239his presence blood tissue molecular genetics method,0.18012368494520617,0.050863937
50181-7,bilirubin in plasma,calcitonin mass volume serum plasma 5 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,0.18012368494520617,0.16761431
94392-8,bilirubin in plasma,bordetella pertussis parapertussis bronchiseptica gida gene presence lower respiratory specimen naa probe detection,0.18012368494520617,0.04537433
50839-0,bilirubin in plasma,calcium creatinine molar ratio 24 hour urine,0.18012368494520617,0.095177785
57566-2,bilirubin in plasma,25 hydroxyvitamin d3 mole volume serum plasma pre dose calcium,0.18012368494520617,0.17517626
52041-1,bilirubin in plasma,blood glucose monitor attachment,0.18012368494520617,0.044375595
45389-4,bilirubin in plasma,calcium carbonate crystal area urine sediment microscopy low power field,0.18012368494520617,0.06351282
21645-7,bilirubin in plasma,cacna1s gene mutation tested blood tissue molecular genetics method nominal,0.18012368494520617,0.052633345
50179-1,bilirubin in plasma,calcitonin calcium pentagastrin challenge panel serum plasma,0.18012368494520617,0.15240504
12512-0,bilirubin in plasma,calcium hydrogen phosphate dihydrate crystal presence urine sediment light microscopy,0.13316813174778178,0.06159346
32155-4,bilirubin in plasma,basophil eosinophil monocyte leukocyte blood automated count,0.07244503819351453,0.0937225
13520-2,bilirubin in plasma,deprecated basophil 100 leukocyte body fluid manual count,0.07244503819351453,0.10306415
24049-9,bilirubin in plasma,alpha galactosidase enzymatic activity mass leukocyte,0.07244503819351453,0.09275111
13519-4,bilirubin in plasma,basophil leukocyte cerebral spinal fluid manual count,0.07244503819351453,0.09594306
87543-5,bilirubin in plasma,beta n acetylhexosaminidase beta n acetylhexosaminidase reflex hexa gene panel enzymatic activity mass leukocyte,0.07244503819351453,0.05634401
48211-7,bilirubin in plasma,beef triggered leukotriene release mass volume leukocyte,0.07244503819351453,0.076671846
21094-8,bilirubin in plasma,basophil leukocyte sputum manual count,0.07244503819351453,0.088357426
48198-6,bilirubin in plasma,amoxicillin triggered leukotriene release mass volume leukocyte,0.07244503819351453,0.08554183
71675-3,bilirubin in plasma,basophil leukocyte pure number fraction blood manual count,0.07244503819351453,0.108345166
47550-9,bilirubin in plasma,adenosine deaminase entitic catalytic activity leukocyte,0.07244503819351453,0.082959406
69910-8,bilirubin in plasma,basophil mast cell leukocyte body fluid,0.07244503819351453,0.090439096
48220-8,bilirubin in plasma,oat triggered leukotriene release mass volume leukocyte,0.07244503819351453,0.07680888
70219-1,bilirubin in plasma,basic metabolic 2008 panel ionized calcium serum plasma,0.07244503819351453,0.1650337
24071-3,bilirubin in plasma,beta n acetylhexosaminidase b beta n acetylhexosaminidase total leukocyte,0.07244503819351453,0.0618879
24073-9,bilirubin in plasma,beta n acetylhexosaminidase b enzymatic activity mass leukocyte,0.07244503819351453,0.09314922
71631-6,bilirubin in plasma,basophil leukocyte pure number fraction peritoneal fluid manual count,0.07244503819351453,0.10717486
79451-1,bilirubin in plasma,adenosine deaminase enzymatic activity mass leukocyte,0.07244503819351453,0.08592267
69913-2,bilirubin in plasma,basophil mast cell leukocyte cerebral spinal fluid,0.07244503819351453,0.08449136
24068-9,bilirubin in plasma,beta mannosidase enzymatic activity mass leukocyte,0.07244503819351453,0.0947443
48255-4,bilirubin in plasma,giant ragweed triggered leukotriene release mass volume leukocyte,0.07244503819351453,0.08297177
24065-5,bilirubin in plasma,beta glucuronidase enzymatic activity mass leukocyte,0.07244503819351453,0.09978358
38184-8,bilirubin in plasma,basophil leukocyte amniotic fluid manual count,0.07244503819351453,0.10326397
33653-7,bilirubin in plasma,beta galactosidase entitic catalytic activity leukocyte,0.07244503819351453,0.07809674
30375-0,bilirubin in plasma,basophil leukocyte sputum,0.07244503819351453,0.09228303
30180-4,bilirubin in plasma,basophil leukocyte blood,0.07244503819351453,0.10331238
48186-1,bilirubin in plasma,amylase triggered leukotriene release mass volume leukocyte,0.07244503819351453,0.0793261
24061-4,bilirubin in plasma,beta galactosidase enzymatic activity mass leukocyte,0.07244503819351453,0.09294906
40540-7,bilirubin in plasma,basophil leukocyte peritoneal dialysis fluid manual count,0.07244503819351453,0.0891484
48203-4,bilirubin in plasma,celery triggered leukotriene release mass volume leukocyte,0.07244503819351453,0.07719028
28543-7,bilirubin in plasma,basophil leukocyte body fluid,0.07244503819351453,0.10178299
